,Unnamed: 0, ,PLAYER,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
6134,61,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,HOU @ GSW,HOU,GSW,"Monday, November 20",3,
6135,62,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,HOU @ GSW,HOU,GSW,"Monday, November 20",4,
6136,63,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ PHX,GSW,PHX,"Wednesday, November 22",2,
6137,64,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ PHX,GSW,PHX,"Wednesday, November 22",3,
6138,65,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ PHX,GSW,PHX,"Wednesday, November 22",3,
6139,66,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",1,
6140,67,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",1,
6141,68,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",1,
6142,69,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",2,
6143,70,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",2,
6144,71,,Stephen Curry,Curry REBOUND (Off:0 Def:6),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",3,
6145,72,,Stephen Curry,Curry REBOUND (Off:0 Def:7),Def,LAC @ GSW,LAC,GSW,"Thursday, November 30",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6146,73,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ LAC,GSW,LAC,"Saturday, December 2",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6147,74,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ LAC,GSW,LAC,"Saturday, December 2",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6148,75,,Stephen Curry,Curry REBOUND (Off:1 Def:3),Def,GSW @ LAC,GSW,LAC,"Saturday, December 2",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6149,76,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ PHX,GSW,PHX,"Tuesday, December 12",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6150,77,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ PHX,GSW,PHX,"Tuesday, December 12",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6151,78,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ PHX,GSW,PHX,"Tuesday, December 12",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6152,79,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,GSW @ PHX,GSW,PHX,"Tuesday, December 12",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6153,80,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,GSW @ PHX,GSW,PHX,"Tuesday, December 12",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6154,81,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ LAC,GSW,LAC,"Thursday, December 14",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6155,82,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ LAC,GSW,LAC,"Thursday, December 14",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6156,83,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ LAC,GSW,LAC,"Thursday, December 14",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6157,84,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,GSW @ LAC,GSW,LAC,"Thursday, December 14",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6158,85,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,BKN @ GSW,BKN,GSW,"Saturday, December 16",2,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6159,86,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,BKN @ GSW,BKN,GSW,"Saturday, December 16",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6160,87,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,BKN @ GSW,BKN,GSW,"Saturday, December 16",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6161,88,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ POR,GSW,POR,"Sunday, December 17",2,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/33/cde232e6-6e55-2eeb-fcb4-9b5f5ac845f6_1280x720.mp4
6162,89,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ POR,GSW,POR,"Sunday, December 17",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6163,90,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,BOS @ GSW,BOS,GSW,"Tuesday, December 19",1,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6164,91,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,BOS @ GSW,BOS,GSW,"Tuesday, December 19",4,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6165,92,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,BOS @ GSW,BOS,GSW,"Tuesday, December 19",5,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6166,93,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,WAS @ GSW,WAS,GSW,"Friday, December 22",2,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6167,94,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,WAS @ GSW,WAS,GSW,"Friday, December 22",2,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6168,95,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,WAS @ GSW,WAS,GSW,"Friday, December 22",2,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6169,96,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,WAS @ GSW,WAS,GSW,"Friday, December 22",3,https://videos.nba.com/nba/pbp/media/2023/11/03/0022300005/408/d64e2cce-a419-26d0-934f-d684dc8686dc_1280x720.mp4
6170,97,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,POR @ GSW,POR,GSW,"Saturday, December 23",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6171,98,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,POR @ GSW,POR,GSW,"Saturday, December 23",2,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6172,99,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,POR @ GSW,POR,GSW,"Saturday, December 23",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6173,100,,Stephen Curry,Curry REBOUND (Off:1 Def:1),Def,GSW @ DEN,GSW,DEN,"Monday, December 25",3,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6174,101,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,MIA @ GSW,MIA,GSW,"Thursday, December 28",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6175,102,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,MIA @ GSW,MIA,GSW,"Thursday, December 28",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6176,103,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,MIA @ GSW,MIA,GSW,"Thursday, December 28",2,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6177,104,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,MIA @ GSW,MIA,GSW,"Thursday, December 28",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6178,105,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,DAL @ GSW,DAL,GSW,"Saturday, December 30",3,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/27/00219bb5-a848-8bc2-4ade-793da6fde915_1280x720.mp4
6179,106,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,DAL @ GSW,DAL,GSW,"Saturday, December 30",3,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6180,107,,Stephen Curry,Curry REBOUND (Off:1 Def:1),Def,ORL @ GSW,ORL,GSW,"Tuesday, January 2",4,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6181,108,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6182,109,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6183,110,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",2,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6184,111,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,DEN @ GSW,DEN,GSW,"Thursday, January 4",3,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6185,112,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,DET @ GSW,DET,GSW,"Friday, January 5",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6186,113,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,DET @ GSW,DET,GSW,"Friday, January 5",1,https://videos.nba.com/nba/pbp/media/2023/11/24/0022300051/592/504e7908-6493-200c-6727-28a69b0f27d5_1280x720.mp4
6187,114,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,DET @ GSW,DET,GSW,"Friday, January 5",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6188,115,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,DET @ GSW,DET,GSW,"Friday, January 5",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6189,116,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,DET @ GSW,DET,GSW,"Friday, January 5",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6190,117,,Stephen Curry,Curry REBOUND (Off:0 Def:6),Def,DET @ GSW,DET,GSW,"Friday, January 5",4,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6191,118,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,TOR @ GSW,TOR,GSW,"Sunday, January 7",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6192,119,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,NOP @ GSW,NOP,GSW,"Wednesday, January 10",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6193,120,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ CHI,GSW,CHI,"Friday, January 12",1,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6194,121,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ CHI,GSW,CHI,"Friday, January 12",1,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/279/376400ef-5ecc-2d4e-5264-c61341c8199d_1280x720.mp4
6195,122,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ CHI,GSW,CHI,"Friday, January 12",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6196,123,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,GSW @ CHI,GSW,CHI,"Friday, January 12",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6197,124,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,GSW @ CHI,GSW,CHI,"Friday, January 12",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6198,125,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ MEM,GSW,MEM,"Monday, January 15",1,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6199,126,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ MEM,GSW,MEM,"Monday, January 15",1,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6200,127,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ MEM,GSW,MEM,"Monday, January 15",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6201,128,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ UTA,GSW,UTA,"Thursday, February 15",3,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6202,129,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6203,130,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/349/3bc5454e-1a86-445b-6ba1-0e019c246ded_1280x720.mp4
6204,131,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6205,132,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6206,133,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6207,134,,Stephen Curry,Curry REBOUND (Off:0 Def:6),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6208,135,,Stephen Curry,Curry REBOUND (Off:0 Def:7),Def,DAL @ GSW,DAL,GSW,"Tuesday, April 2",4,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6209,136,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,ATL @ GSW,ATL,GSW,"Wednesday, January 24",1,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6210,137,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,ATL @ GSW,ATL,GSW,"Wednesday, January 24",2,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6211,138,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,ATL @ GSW,ATL,GSW,"Wednesday, January 24",4,https://videos.nba.com/nba/pbp/media/2023/11/28/0022300060/719/9bce0a4c-6793-ae32-8596-2b563a0c2b87_1280x720.mp4
6212,139,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,SAC @ GSW,SAC,GSW,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6213,140,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,SAC @ GSW,SAC,GSW,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6214,141,,Stephen Curry,Curry REBOUND (Off:1 Def:3),Def,SAC @ GSW,SAC,GSW,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6215,142,,Stephen Curry,Curry REBOUND (Off:1 Def:4),Def,SAC @ GSW,SAC,GSW,"Thursday, January 25",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6216,143,,Stephen Curry,Curry REBOUND (Off:1 Def:5),Def,SAC @ GSW,SAC,GSW,"Thursday, January 25",3,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6217,144,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,LAL @ GSW,LAL,GSW,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6218,145,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,LAL @ GSW,LAL,GSW,"Saturday, January 27",2,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6219,146,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,LAL @ GSW,LAL,GSW,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6220,147,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",1,https://videos.nba.com/nba/pbp/media/2023/10/24/0022300062/561/72d3f70d-0800-4dc6-08ac-5e4382deaa74_1280x720.mp4
6221,148,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",1,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6222,149,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",2,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6223,150,,Stephen Curry,Curry REBOUND (Off:1 Def:4),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6224,151,,Stephen Curry,Curry REBOUND (Off:1 Def:5),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6225,152,,Stephen Curry,Curry REBOUND (Off:1 Def:6),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6226,153,,Stephen Curry,Curry REBOUND (Off:1 Def:7),Def,PHI @ GSW,PHI,GSW,"Tuesday, January 30",4,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6227,154,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",1,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6228,155,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",1,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6229,156,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",2,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/104/5f5ebfe7-e91e-b257-e30f-7d861a898ee6_1280x720.mp4
6230,157,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6231,158,,Stephen Curry,Curry REBOUND (Off:0 Def:5),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6232,159,,Stephen Curry,Curry REBOUND (Off:0 Def:6),Def,GSW @ MEM,GSW,MEM,"Friday, February 2",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6233,160,,Stephen Curry,Curry REBOUND (Off:1 Def:1),Def,GSW @ ATL,GSW,ATL,"Saturday, February 3",2,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6234,161,,Stephen Curry,Curry REBOUND (Off:1 Def:2),Def,GSW @ ATL,GSW,ATL,"Saturday, February 3",3,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6235,162,,Stephen Curry,Curry REBOUND (Off:1 Def:3),Def,GSW @ ATL,GSW,ATL,"Saturday, February 3",4,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6236,163,,Stephen Curry,Curry REBOUND (Off:1 Def:4),Def,GSW @ ATL,GSW,ATL,"Saturday, February 3",4,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6237,164,,Stephen Curry,Curry REBOUND (Off:1 Def:5),Def,GSW @ ATL,GSW,ATL,"Saturday, February 3",4,https://videos.nba.com/nba/pbp/media/2023/10/27/0022300087/435/1673639e-d102-6cfe-35b0-d4f8972cac92_1280x720.mp4
6238,165,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ BKN,GSW,BKN,"Monday, February 5",1,https://videos.nba.com/nba/pbp/media/2023/10/29/0022300096/291/8bb30cf4-f6f3-ac84-fc07-439acbfdce3b_1280x720.mp4
6239,166,,Stephen Curry,Curry REBOUND (Off:0 Def:2),Def,GSW @ BKN,GSW,BKN,"Monday, February 5",2,https://videos.nba.com/nba/pbp/media/2023/10/29/0022300096/291/8bb30cf4-f6f3-ac84-fc07-439acbfdce3b_1280x720.mp4
6240,167,,Stephen Curry,Curry REBOUND (Off:0 Def:3),Def,GSW @ BKN,GSW,BKN,"Monday, February 5",2,https://videos.nba.com/nba/pbp/media/2023/10/29/0022300096/291/8bb30cf4-f6f3-ac84-fc07-439acbfdce3b_1280x720.mp4
6241,168,,Stephen Curry,Curry REBOUND (Off:0 Def:4),Def,GSW @ BKN,GSW,BKN,"Monday, February 5",3,https://videos.nba.com/nba/pbp/media/2023/10/29/0022300096/291/8bb30cf4-f6f3-ac84-fc07-439acbfdce3b_1280x720.mp4
6242,169,,Stephen Curry,Curry REBOUND (Off:0 Def:1),Def,GSW @ PHI,GSW,PHI,"Wednesday, February 7",2,https://videos.nba.com/nba/pbp/media/2023/10/29/0022300096/291/8bb30cf4-f6f3-ac84-fc07-439acbfdce3b_1280x720.mp4
