, ,PLAYER,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
84,,Anthony Davis,Davis BLOCK (1 BLK),MEM @ LAL,MEM,LAL,"Friday, January 5",1,https://videos.nba.com/nba/pbp/media/2023/12/31/0022300446/242/df4df009-4911-06a0-6ad3-bf6b60f65e06_1280x720.mp4
85,,Anthony Davis,Davis BLOCK (2 BLK),MEM @ LAL,MEM,LAL,"Friday, January 5",4,https://videos.nba.com/nba/pbp/media/2023/12/31/0022300446/242/df4df009-4911-06a0-6ad3-bf6b60f65e06_1280x720.mp4
86,,Anthony Davis,Davis BLOCK (1 BLK),LAC @ LAL,LAC,LAL,"Sunday, January 7",4,https://videos.nba.com/nba/pbp/media/2023/12/31/0022300446/242/df4df009-4911-06a0-6ad3-bf6b60f65e06_1280x720.mp4
87,,Anthony Davis,Davis BLOCK (1 BLK),TOR @ LAL,TOR,LAL,"Tuesday, January 9",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
88,,Anthony Davis,Davis BLOCK (1 BLK),PHX @ LAL,PHX,LAL,"Thursday, January 11",1,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
89,,Anthony Davis,Davis BLOCK (2 BLK),PHX @ LAL,PHX,LAL,"Thursday, January 11",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
90,,Anthony Davis,MISS Olynyk 8' Floating Jump Shot,LAL @ UTA,LAL,UTA,"Saturday, January 13",1,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
91,,Anthony Davis,MISS Markkanen 5' Hook Shot,LAL @ UTA,LAL,UTA,"Saturday, January 13",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
92,,Anthony Davis,MISS Markkanen 8' Running Layup,LAL @ UTA,LAL,UTA,"Saturday, January 13",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
93,,Anthony Davis,MISS Clarkson 5' Tip Layup Shot,LAL @ UTA,LAL,UTA,"Saturday, January 13",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
94,,Anthony Davis,Davis BLOCK (1 BLK),OKC @ LAL,OKC,LAL,"Monday, January 15",3,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
95,,Anthony Davis,Davis BLOCK (1 BLK),DAL @ LAL,DAL,LAL,"Wednesday, January 17",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
96,,Anthony Davis,Davis BLOCK (1 BLK),BKN @ LAL,BKN,LAL,"Friday, January 19",2,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
97,,Anthony Davis,Davis BLOCK (2 BLK),BKN @ LAL,BKN,LAL,"Friday, January 19",4,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
98,,Anthony Davis,Davis BLOCK (1 BLK),CHI @ LAL,CHI,LAL,"Thursday, January 25",3,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
99,,Anthony Davis,MISS Wiggins 4' Running Layup,LAL @ GSW,LAL,GSW,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
100,,Anthony Davis,MISS Saric 5' Layup,LAL @ GSW,LAL,GSW,"Saturday, January 27",1,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
101,,Anthony Davis,MISS Thompson 6' Driving Layup,LAL @ GSW,LAL,GSW,"Saturday, January 27",3,https://videos.nba.com/nba/pbp/media/2024/01/07/0022300505/556/51e7c67a-6262-89f7-2660-914df667fa5f_1280x720.mp4
102,,Anthony Davis,MISS Curry 30' 3PT Jump Shot,LAL @ GSW,LAL,GSW,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/27/0022300650/705/3e445ace-a73c-9fe1-218b-e0ca057b58ee_1280x720.mp4
103,,Anthony Davis,MISS Thompson 4' Running Layup,LAL @ HOU,LAL,HOU,"Monday, January 29",1,https://videos.nba.com/nba/pbp/media/2024/01/29/0022300662/88/c3774cff-9f35-9929-7e83-45d626d1de22_1280x720.mp4
104,,Anthony Davis,MISS Hartenstein 1' Floating Jump Shot,LAL @ NYK,LAL,NYK,"Saturday, February 3",1,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300701/42/37263e88-02cc-5bb1-4d4c-809d9f3cd94d_1280x720.mp4
105,,Anthony Davis,MISS Achiuwa 1' Driving Reverse Layup,LAL @ NYK,LAL,NYK,"Saturday, February 3",3,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300701/322/cb391cba-9197-9826-c4ee-f77fe5c0f336_1280x720.mp4
106,,Anthony Davis,MISS Hart 1' Running Layup,LAL @ NYK,LAL,NYK,"Saturday, February 3",3,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300701/405/62b60237-d79e-f9fc-9574-87e49e0ce1d2_1280x720.mp4
107,,Anthony Davis,MISS Brunson 2' Driving Layup,LAL @ NYK,LAL,NYK,"Saturday, February 3",3,https://videos.nba.com/nba/pbp/media/2024/02/03/0022300701/408/cbaa0a0b-78f1-f98d-8b34-c86e1189d912_1280x720.mp4
108,,Anthony Davis,MISS Bridges 4' Driving Finger Roll Layup,LAL @ CHA,LAL,CHA,"Monday, February 5",1,https://videos.nba.com/nba/pbp/media/2024/02/05/0022300713/57/32ffea69-7a0c-311c-9fea-66dbd1df8099_1280x720.mp4
109,,Anthony Davis,MISS Washington 6' Driving Layup,LAL @ CHA,LAL,CHA,"Monday, February 5",2,https://videos.nba.com/nba/pbp/media/2024/02/05/0022300713/262/8c948c19-bc72-8df9-eec3-8e3afee6270d_1280x720.mp4
110,,Anthony Davis,MISS Bridges 30' 3PT Step Back Jump Shot,LAL @ CHA,LAL,CHA,"Monday, February 5",4,https://videos.nba.com/nba/pbp/media/2024/02/05/0022300713/590/04409222-e91e-d37c-b161-8131cb47a4fd_1280x720.mp4
111,,Anthony Davis,Davis BLOCK (1 BLK),DEN @ LAL,DEN,LAL,"Thursday, February 8",1,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300740/7/3c6a845f-f9b1-ec00-58d2-73848339c4a8_1280x720.mp4
112,,Anthony Davis,Davis BLOCK (2 BLK),DEN @ LAL,DEN,LAL,"Thursday, February 8",1,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300740/51/f9e27fd9-d118-0141-8705-4dd10ed410e6_1280x720.mp4
113,,Anthony Davis,Davis BLOCK (3 BLK),DEN @ LAL,DEN,LAL,"Thursday, February 8",1,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300740/150/c59d725d-2f0c-1106-fa52-84b61eeb6f96_1280x720.mp4
114,,Anthony Davis,Davis BLOCK (4 BLK),DEN @ LAL,DEN,LAL,"Thursday, February 8",3,https://videos.nba.com/nba/pbp/media/2024/02/08/0022300740/372/9fb58a3c-c93b-ff8d-ece3-7cbbe057a6d8_1280x720.mp4
115,,Anthony Davis,Davis BLOCK (1 BLK),NOP @ LAL,NOP,LAL,"Friday, February 9",4,https://videos.nba.com/nba/pbp/media/2024/02/09/0022300747/623/403642e1-0601-6dd1-3128-147e146baf91_1280x720.mp4
116,,Anthony Davis,Davis BLOCK (1 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",1,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/27/11924c79-fa4b-0a4b-40f9-38ea77c0a10f_1280x720.mp4
117,,Anthony Davis,Davis BLOCK (2 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",1,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/68/47e75459-fb7d-219d-29bf-c1a66ce0b913_1280x720.mp4
118,,Anthony Davis,Davis BLOCK (3 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",1,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/93/3c0b57e4-85ca-024a-1adc-9f25433d3cf2_1280x720.mp4
119,,Anthony Davis,Davis BLOCK (4 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",2,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/320/6b478ae3-2368-9eb6-020e-ee696c08d47e_1280x720.mp4
120,,Anthony Davis,Davis BLOCK (5 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",3,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/357/04a9e18e-14f8-8dba-503c-d82f28eae09f_1280x720.mp4
121,,Anthony Davis,Davis BLOCK (6 BLK),DET @ LAL,DET,LAL,"Tuesday, February 13",3,https://videos.nba.com/nba/pbp/media/2024/02/13/0022300776/380/687fc1c0-58df-4ffa-e025-100b39012d2e_1280x720.mp4
122,,Anthony Davis,MISS Collins 3' Layup,LAL @ UTA,LAL,UTA,"Wednesday, February 14",2,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300788/292/7f700c4b-5b4a-ea73-93d9-271f7ff1a14c_1280x720.mp4
123,,Anthony Davis,MISS Kessler 3' Layup,LAL @ UTA,LAL,UTA,"Wednesday, February 14",4,https://videos.nba.com/nba/pbp/media/2024/02/14/0022300788/572/79cd1c61-a117-7b2b-27c9-f900b513c1a6_1280x720.mp4
124,,Anthony Davis,MISS Curry 5' Driving Layup,LAL @ GSW,LAL,GSW,"Thursday, February 22",1,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300802/64/46d8ea50-bf74-969a-4689-4fd4ee5832e6_1280x720.mp4
125,,Anthony Davis,MISS Podziemski 6' Driving Hook Shot,LAL @ GSW,LAL,GSW,"Thursday, February 22",1,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300802/170/8e7ad74f-c112-5592-f206-2881286b79e3_1280x720.mp4
126,,Anthony Davis,MISS Kuminga 5' Driving Layup,LAL @ GSW,LAL,GSW,"Thursday, February 22",2,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300802/318/c163eab7-2a66-0065-6708-f6f9d857421c_1280x720.mp4
127,,Anthony Davis,MISS Booker 3' Driving Layup,LAL @ PHX,LAL,PHX,"Sunday, February 25",1,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300818/65/f6c72013-e833-83fa-2010-98080c1ed160_1280x720.mp4
128,,Anthony Davis,MISS Allen 2' Driving Finger Roll Layup,LAL @ PHX,LAL,PHX,"Sunday, February 25",2,https://videos.nba.com/nba/pbp/media/2024/02/25/0022300818/214/d47acb3e-77cd-aeab-c58c-725ed36bf193_1280x720.mp4
129,,Anthony Davis,MISS Theis 2' Jump Shot,LAL @ LAC,LAL,LAC,"Wednesday, February 28",1,https://videos.nba.com/nba/pbp/media/2024/02/28/0022300848/53/193879a3-3cf3-b5bf-8ec3-87daf40e387a_1280x720.mp4
130,,Anthony Davis,MISS Powell 12' Jump Shot,LAL @ LAC,LAL,LAC,"Wednesday, February 28",1,https://videos.nba.com/nba/pbp/media/2024/02/28/0022300848/84/d3415e07-75b4-f5a4-e89c-fb203523aa39_1280x720.mp4
131,,Anthony Davis,MISS Leonard 1' Driving Dunk,LAL @ LAC,LAL,LAC,"Wednesday, February 28",3,https://videos.nba.com/nba/pbp/media/2024/02/28/0022300848/380/bb89dff6-cb0e-1f31-5815-3256beac7744_1280x720.mp4
132,,Anthony Davis,Davis BLOCK (1 BLK),WAS @ LAL,WAS,LAL,"Thursday, February 29",1,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300856/27/8a5c7354-28e3-421d-6df7-86c4c78609ab_1280x720.mp4
133,,Anthony Davis,Davis BLOCK (2 BLK),WAS @ LAL,WAS,LAL,"Thursday, February 29",3,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300856/422/cbabee3f-4a68-1b39-4c80-4ae75ba1906f_1280x720.mp4
134,,Anthony Davis,Davis BLOCK (3 BLK),WAS @ LAL,WAS,LAL,"Thursday, February 29",4,https://videos.nba.com/nba/pbp/media/2024/02/29/0022300856/608/31346551-295b-26e9-1612-e859a80aba4a_1280x720.mp4
135,,Anthony Davis,Davis BLOCK (1 BLK),DEN @ LAL,DEN,LAL,"Saturday, March 2",1,https://videos.nba.com/nba/pbp/media/2024/03/02/0022300869/31/011ff931-0570-eed9-f15e-3f8251692f2a_1280x720.mp4
136,,Anthony Davis,Davis BLOCK (2 BLK),DEN @ LAL,DEN,LAL,"Saturday, March 2",1,https://videos.nba.com/nba/pbp/media/2024/03/02/0022300869/91/a474afdf-3501-f3dc-2730-35e1374b96fc_1280x720.mp4
137,,Anthony Davis,Davis BLOCK (3 BLK),DEN @ LAL,DEN,LAL,"Saturday, March 2",3,https://videos.nba.com/nba/pbp/media/2024/03/02/0022300869/373/b91a0a50-14b0-e095-9458-a626c5fdc62c_1280x720.mp4
138,,Anthony Davis,Davis BLOCK (1 BLK),OKC @ LAL,OKC,LAL,"Monday, March 4",1,https://videos.nba.com/nba/pbp/media/2024/03/04/0022300884/111/e5d9a119-d206-f5a5-5979-5ac4d57fa4b5_1280x720.mp4
139,,Anthony Davis,Davis BLOCK (2 BLK),OKC @ LAL,OKC,LAL,"Monday, March 4",1,https://videos.nba.com/nba/pbp/media/2024/03/04/0022300884/120/abcb3733-4612-28e4-121c-5ef89a85a064_1280x720.mp4
140,,Anthony Davis,Davis BLOCK (3 BLK),OKC @ LAL,OKC,LAL,"Monday, March 4",3,https://videos.nba.com/nba/pbp/media/2024/03/04/0022300884/430/256996d0-fc5c-90f9-0c62-935a23c089c1_1280x720.mp4
141,,Anthony Davis,Davis BLOCK (1 BLK),SAC @ LAL,SAC,LAL,"Wednesday, March 6",4,https://videos.nba.com/nba/pbp/media/2024/03/06/0022300901/613/8d5088a5-d051-e34f-3471-56d931456145_1280x720.mp4
142,,Anthony Davis,Davis BLOCK (1 BLK),MIL @ LAL,MIL,LAL,"Friday, March 8",2,https://videos.nba.com/nba/pbp/media/2024/03/08/0022300915/241/93fb97f1-c0c7-cb71-efe0-b60422ff35a4_1280x720.mp4
143,,Anthony Davis,Davis BLOCK (2 BLK),MIL @ LAL,MIL,LAL,"Friday, March 8",3,https://videos.nba.com/nba/pbp/media/2024/03/08/0022300915/348/4b9822a4-ca26-6a61-1217-7ffc4c2ae781_1280x720.mp4
144,,Anthony Davis,Davis BLOCK (3 BLK),MIL @ LAL,MIL,LAL,"Friday, March 8",3,https://videos.nba.com/nba/pbp/media/2024/03/08/0022300915/354/d4ceae24-a22b-cba3-e2cc-eac7dc07dfc9_1280x720.mp4
145,,Anthony Davis,Davis BLOCK (1 BLK),MIN @ LAL,MIN,LAL,"Sunday, March 10",1,https://videos.nba.com/nba/pbp/media/2024/03/10/0022300932/57/5a8574bd-b529-1cf8-283b-6679361a1c21_1280x720.mp4
146,,Anthony Davis,Davis BLOCK (2 BLK),MIN @ LAL,MIN,LAL,"Sunday, March 10",3,https://videos.nba.com/nba/pbp/media/2024/03/10/0022300932/310/f735f75a-6eaf-352d-0929-c8c6f663b903_1280x720.mp4
147,,Anthony Davis,Davis BLOCK (3 BLK),MIN @ LAL,MIN,LAL,"Sunday, March 10",3,https://videos.nba.com/nba/pbp/media/2024/03/10/0022300932/345/4aaa1b9b-4816-06e8-984d-3a0c2c3519e7_1280x720.mp4
148,,Anthony Davis,MISS Barnes 1' Dunk,LAL @ SAC,LAL,SAC,"Wednesday, March 13",2,https://videos.nba.com/nba/pbp/media/2024/03/13/0022300954/254/3f7764a2-ab96-2df7-a0d4-046ad904f6fd_1280x720.mp4
149,,Anthony Davis,Davis BLOCK (1 BLK),GSW @ LAL,GSW,LAL,"Saturday, March 16",1,https://videos.nba.com/nba/pbp/media/2024/03/16/0022300973/139/0a57bc3b-a6e0-5cd7-2aff-e2f8f936fc58_1280x720.mp4
150,,Anthony Davis,Davis BLOCK (1 BLK),ATL @ LAL,ATL,LAL,"Monday, March 18",3,https://videos.nba.com/nba/pbp/media/2024/03/18/0022300990/389/3820f4f2-95ee-9ccf-0397-682d14b43f40_1280x720.mp4
151,,Anthony Davis,Davis BLOCK (1 BLK),PHI @ LAL,PHI,LAL,"Friday, March 22",1,https://videos.nba.com/nba/pbp/media/2024/03/22/0022301018/144/700d8729-aa44-2c16-7794-b1d385ec61c1_1280x720.mp4
152,,Anthony Davis,Davis BLOCK (2 BLK),PHI @ LAL,PHI,LAL,"Friday, March 22",3,https://videos.nba.com/nba/pbp/media/2024/03/22/0022301018/431/6a267206-339f-2ec8-e100-c76e929c3894_1280x720.mp4
153,,Anthony Davis,Davis BLOCK (3 BLK),PHI @ LAL,PHI,LAL,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2024/03/22/0022301018/623/dd3a59b7-1d7d-4001-85e2-a8f311d15175_1280x720.mp4
154,,Anthony Davis,Davis BLOCK (4 BLK),PHI @ LAL,PHI,LAL,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2024/03/22/0022301018/638/b56a2a65-594a-b763-d18d-c4240ebf542d_1280x720.mp4
155,,Anthony Davis,Davis BLOCK (1 BLK),IND @ LAL,IND,LAL,"Sunday, March 24",1,https://videos.nba.com/nba/pbp/media/2024/03/24/0022301032/54/64dc99df-3c5a-60ed-a96e-885c6036779e_1280x720.mp4
156,,Anthony Davis,MISS G. Antetokounmpo 4' Running Layup,LAL @ MIL,LAL,MIL,"Tuesday, March 26",2,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/292/cbd6722e-c30b-492c-720d-299135f0b151_1280x720.mp4
157,,Anthony Davis,MISS Lillard 11' Step Back Jump Shot,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/683/9b597e2e-301c-daca-258e-c67e8a90ea58_1280x720.mp4
158,,Anthony Davis,MISS Lillard 8' Driving Finger Roll Layup,LAL @ MIL,LAL,MIL,"Tuesday, March 26",5,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/711/bdffc2f0-b624-6e16-4add-d65a3c34b058_1280x720.mp4
159,,Anthony Davis,MISS Portis 4' Putback Layup,LAL @ MIL,LAL,MIL,"Tuesday, March 26",6,https://videos.nba.com/nba/pbp/media/2024/03/26/0022301045/727/04996586-c857-5847-593d-256ebf471a01_1280x720.mp4
160,,Anthony Davis,MISS Schroder 26' 3PT Jump Shot,LAL @ BKN,LAL,BKN,"Sunday, March 31",3,https://videos.nba.com/nba/pbp/media/2024/03/31/0022301078/333/1adba3f7-dd81-8590-badc-cb031dbf9af0_1280x720.mp4
161,,Anthony Davis,MISS Schroder 3' Driving Layup,LAL @ BKN,LAL,BKN,"Sunday, March 31",3,https://videos.nba.com/nba/pbp/media/2024/03/31/0022301078/366/3aee570e-d524-1be4-7839-1a557d563d46_1280x720.mp4
162,,Anthony Davis,MISS Bridges 12' Pullup Jump Shot,LAL @ BKN,LAL,BKN,"Sunday, March 31",3,https://videos.nba.com/nba/pbp/media/2024/03/31/0022301078/398/0de3766a-fc7b-4281-63b4-d938782566ad_1280x720.mp4
163,,Anthony Davis,MISS Avdija 4' Floating Jump Shot,LAL @ WAS,LAL,WAS,"Wednesday, April 3",2,https://videos.nba.com/nba/pbp/media/2024/04/03/0022301103/298/fcb57fde-8bd5-2895-b06e-ff8920414333_1280x720.mp4
164,,Anthony Davis,MISS Kispert 6' Pullup Jump Shot,LAL @ WAS,LAL,WAS,"Wednesday, April 3",4,https://videos.nba.com/nba/pbp/media/2024/04/03/0022301103/594/fed3dd75-e3ac-832d-067d-82b0b2154e35_1280x720.mp4
165,,Anthony Davis,MISS Butler 27' 3PT Pullup Jump Shot,LAL @ WAS,LAL,WAS,"Wednesday, April 3",4,https://videos.nba.com/nba/pbp/media/2024/04/03/0022301103/677/3d70a264-ff05-b165-3795-d9ea892f44e3_1280x720.mp4
166,,Anthony Davis,Davis BLOCK (1 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",1,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/43/5bc6275b-c365-65c5-0e93-eb6f7e3390ab_1280x720.mp4
167,,Anthony Davis,Davis BLOCK (2 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",2,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/271/69f644ae-d3fe-7dc3-6662-5758a491a332_1280x720.mp4
168,,Anthony Davis,Davis BLOCK (3 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",2,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/306/4caff8cc-1c68-2d08-5b77-578d3c504e5c_1280x720.mp4
169,,Anthony Davis,Davis BLOCK (4 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",2,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/313/4a7474a3-206b-9ef2-7e0d-15d5489a8fcf_1280x720.mp4
170,,Anthony Davis,Davis BLOCK (5 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",3,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/352/71ae6ef6-ee92-cabd-91b2-fad38ac7d807_1280x720.mp4
171,,Anthony Davis,Davis BLOCK (6 BLK),CLE @ LAL,CLE,LAL,"Saturday, April 6",4,https://videos.nba.com/nba/pbp/media/2024/04/06/0022301127/569/774b5270-6735-8307-a793-5f1d2ebbe114_1280x720.mp4
172,,Anthony Davis,MISS Jackson 2' Driving Layup,LAL @ MEM,LAL,MEM,"Friday, April 12",1,https://videos.nba.com/nba/pbp/media/2024/04/12/0022301177/126/4a46e8db-d662-42d1-bf4d-601a5a592a91_1280x720.mp4
173,,Anthony Davis,MISS Goodwin 2' Driving Layup,LAL @ MEM,LAL,MEM,"Friday, April 12",3,https://videos.nba.com/nba/pbp/media/2024/04/12/0022301177/361/62e05372-081f-2d4c-1130-6b2153cd57f1_1280x720.mp4
174,,Anthony Davis,Davis BLOCK (1 BLK),PHX @ LAL,PHX,LAL,"Tuesday, December 5",1,https://videos.nba.com/nba/pbp/media/2023/12/05/0022301203/112/c742a9cc-6cc8-c28c-92c9-a23a11acb779_1280x720.mp4
175,,Anthony Davis,Davis BLOCK (2 BLK),PHX @ LAL,PHX,LAL,"Tuesday, December 5",4,https://videos.nba.com/nba/pbp/media/2023/12/05/0022301203/626/7c938989-e8cd-c57a-29e2-418bcbd47105_1280x720.mp4
176,,Anthony Davis,Davis BLOCK (1 BLK),NOP @ LAL,NOP,LAL,"Thursday, December 7",1,https://videos.nba.com/nba/pbp/media/2023/12/07/0022301230/12/e8ec1752-ebcb-5ee0-8cc4-50c087970aa8_1280x720.mp4
0,,Zion Williamson,MISS Brooks 2' Running Layup,NOP @ HOU,NOP,HOU,"Friday, November 10",4,https://videos.nba.com/nba/pbp/media/2023/11/10/0022300011/673/91f747f7-ea51-f696-e93e-4cc3b6040935_1280x720.mp4
1,,Zion Williamson,Williamson BLOCK (1 BLK),DEN @ NOP,DEN,NOP,"Friday, November 17",2,https://videos.nba.com/nba/pbp/media/2023/11/17/0022300034/170/22ae9cb6-be89-1c6b-a36b-29bbd31d2dcb_1280x720.mp4
2,,Zion Williamson,Williamson BLOCK (2 BLK),DEN @ NOP,DEN,NOP,"Friday, November 17",4,https://videos.nba.com/nba/pbp/media/2023/11/17/0022300034/528/6ec49c9e-a57a-08a2-1bfe-0342390f101f_1280x720.mp4
3,,Zion Williamson,Williamson BLOCK (1 BLK),SAC @ NOP,SAC,NOP,"Monday, November 20",1,https://videos.nba.com/nba/pbp/media/2023/11/20/0022300222/134/1865da74-ce0c-8e83-81af-d20debb3d086_1280x720.mp4
4,,Zion Williamson,Williamson BLOCK (1 BLK),SAS @ NOP,SAS,NOP,"Friday, December 1",3,https://videos.nba.com/nba/pbp/media/2023/12/01/0022300278/388/7ea5b787-9ab7-510c-edc2-e51e5486bd6e_1280x720.mp4
5,,Zion Williamson,Williamson BLOCK (1 BLK),MIN @ NOP,MIN,NOP,"Monday, December 11",1,https://videos.nba.com/nba/pbp/media/2023/12/11/0022300301/157/5a4d70bc-da54-e04d-765e-b36b915797d5_1280x720.mp4
6,,Zion Williamson,MISS Osman 6' Layup,NOP @ SAS,NOP,SAS,"Sunday, December 17",2,https://videos.nba.com/nba/pbp/media/2023/12/17/0022300345/330/1357f926-bf5a-7fb1-16eb-dac94487b208_1280x720.mp4
7,,Zion Williamson,Williamson BLOCK (1 BLK),HOU @ NOP,HOU,NOP,"Saturday, December 23",4,https://videos.nba.com/nba/pbp/media/2023/12/23/0022300392/679/9742ff03-dcc9-d06e-caa7-b667c27c9e05_1280x720.mp4
8,,Zion Williamson,Williamson BLOCK (1 BLK),UTA @ NOP,UTA,NOP,"Thursday, December 28",3,https://videos.nba.com/nba/pbp/media/2023/12/28/0022300424/321/1ac32691-16e6-dce9-20b8-a93adb9d484a_1280x720.mp4
9,,Zion Williamson,Williamson BLOCK (1 BLK),BKN @ NOP,BKN,NOP,"Tuesday, January 2",2,https://videos.nba.com/nba/pbp/media/2024/01/02/0022300461/190/62803fbb-d5f8-9a0e-668d-cd2e80a4977d_1280x720.mp4
10,,Zion Williamson,MISS Edwards 3' Driving Layup,NOP @ MIN,NOP,MIN,"Wednesday, January 3",3,https://videos.nba.com/nba/pbp/media/2024/01/03/0022300471/408/761d9971-3d0a-396c-0da0-3faf36a753a7_1280x720.mp4
11,,Zion Williamson,Williamson BLOCK (1 BLK),LAC @ NOP,LAC,NOP,"Friday, January 5",2,https://videos.nba.com/nba/pbp/media/2024/01/05/0022300486/279/ad347a80-62e8-80e9-a6c8-1edd2169252f_1280x720.mp4
12,,Zion Williamson,MISS Jokic 8' Turnaround Jump Shot,NOP @ DEN,NOP,DEN,"Friday, January 12",4,https://videos.nba.com/nba/pbp/media/2024/01/12/0022300539/532/950ffe92-ada6-0321-3c8f-fc0ecffcacf8_1280x720.mp4
13,,Zion Williamson,Williamson BLOCK (1 BLK),PHX @ NOP,PHX,NOP,"Friday, January 19",2,https://videos.nba.com/nba/pbp/media/2024/01/19/0022300588/170/18954c18-d8bb-b82a-db19-2cef2c6aeb8f_1280x720.mp4
14,,Zion Williamson,MISS Jones 4' Driving Layup,NOP @ SAS,NOP,SAS,"Friday, February 2",3,https://videos.nba.com/nba/pbp/media/2024/02/02/0022300696/516/d9a2f5de-2095-c6cf-79db-43e140c95a6e_1280x720.mp4
15,,Zion Williamson,Williamson BLOCK (1 BLK),TOR @ NOP,TOR,NOP,"Monday, February 5",1,https://videos.nba.com/nba/pbp/media/2024/02/05/0022300718/56/b7d24a8a-3a0c-3061-cc90-34bc2f502e73_1280x720.mp4
16,,Zion Williamson,MISS Westbrook 2' Putback Layup,NOP @ LAC,NOP,LAC,"Wednesday, February 7",3,https://videos.nba.com/nba/pbp/media/2024/02/07/0022300731/408/446cfbf9-212e-1aae-cd2b-e2c310398877_1280x720.mp4
17,,Zion Williamson,MISS Coffey 46' 3PT Pullup Jump Shot,NOP @ LAC,NOP,LAC,"Wednesday, February 7",3,https://videos.nba.com/nba/pbp/media/2024/02/07/0022300731/466/c1a07d60-1366-8e33-5e17-0d5623326e9f_1280x720.mp4
