SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:2),OREB,WAS @ MIN,WAS,MIN,"Saturday, March 9",1,https://videos.nba.com/nba/pbp/media/2019/03/09/0021800988/38/22d991be-5329-3b99-b1ed-f16d341b2d02_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:3),OREB,WAS @ MIN,WAS,MIN,"Saturday, March 9",1,https://videos.nba.com/nba/pbp/media/2019/03/09/0021800988/63/fa876021-1a5f-613e-a39e-f040cb1e7450_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:5),OREB,WAS @ MIN,WAS,MIN,"Saturday, March 9",2,https://videos.nba.com/nba/pbp/media/2019/03/09/0021800988/289/3654a450-3a8d-18c0-214c-4836ecae8e97_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:7),OREB,WAS @ MIN,WAS,MIN,"Saturday, March 9",3,https://videos.nba.com/nba/pbp/media/2019/03/09/0021800988/402/0e6c2a28-2c12-49c4-c580-83e6a19d53cd_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:0),OREB,MIN @ DEN,MIN,DEN,"Tuesday, March 12",1,https://videos.nba.com/nba/pbp/media/2019/03/12/0021801012/25/5be5c4fd-721a-14cf-d7b1-2bde48fb751d_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:4),OREB,MIN @ DEN,MIN,DEN,"Tuesday, March 12",3,https://videos.nba.com/nba/pbp/media/2019/03/12/0021801012/376/c32e799e-91f5-5d29-6761-08da8575c963_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:4),OREB,MIN @ DEN,MIN,DEN,"Tuesday, March 12",3,https://videos.nba.com/nba/pbp/media/2019/03/12/0021801012/398/2b935be0-f6b3-0929-62a1-30088979a565_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:4),OREB,MIN @ UTA,MIN,UTA,"Thursday, March 14",1,https://videos.nba.com/nba/pbp/media/2019/03/14/0021801024/66/670eb914-4b4f-016e-6ecb-0ebb452bed23_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:5),OREB,MIN @ UTA,MIN,UTA,"Thursday, March 14",3,https://videos.nba.com/nba/pbp/media/2019/03/14/0021801024/413/30540bd3-c0cc-c12f-4115-582ac5299bde_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:8),OREB,MIN @ UTA,MIN,UTA,"Thursday, March 14",3,https://videos.nba.com/nba/pbp/media/2019/03/14/0021801024/468/b990af42-a0e7-5083-0302-f938aabac1de_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:8),OREB,MIN @ UTA,MIN,UTA,"Thursday, March 14",4,https://videos.nba.com/nba/pbp/media/2019/03/14/0021801024/614/a8e91a12-66d9-87d7-c7e6-e081874bcf16_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:1),OREB,MIN @ HOU,MIN,HOU,"Sunday, March 17",1,https://videos.nba.com/nba/static/missing.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:5),OREB,MIN @ HOU,MIN,HOU,"Sunday, March 17",4,https://videos.nba.com/nba/static/missing.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:5),OREB,MIN @ HOU,MIN,HOU,"Sunday, March 17",4,https://videos.nba.com/nba/static/missing.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:5),OREB,MIN @ HOU,MIN,HOU,"Sunday, March 17",4,https://videos.nba.com/nba/static/missing.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:2),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",1,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/49/004e8824-3cbf-40a5-b7ff-8375162e40fe_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:4),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",1,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/76/608f914f-13a8-8864-5ae6-c69a94e9e735_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:9),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",3,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/432/f4cf70cd-71a9-4881-c7c4-b6f341bef546_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:9),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",3,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/449/6dca09b4-0aa3-668f-e15c-096f17592008_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:5 Def:9),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",3,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/451/3c16bd25-1ba7-1edc-769f-edff025d6e7c_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:6 Def:13),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",4,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/607/d539bd9a-9ecd-ffe6-e003-8d1f5843ba76_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:7 Def:13),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",4,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/642/6c49f806-210c-979b-8d38-0f68bebd7beb_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:8 Def:13),OREB,GSW @ MIN,GSW,MIN,"Tuesday, March 19",4,https://videos.nba.com/nba/pbp/media/2019/03/19/0021801062/664/7d9155c7-d2be-d96a-b8ac-8a86ab35ecb6_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:0),OREB,MIN @ CHA,MIN,CHA,"Thursday, March 21",1,https://videos.nba.com/nba/pbp/media/2019/03/21/0021801074/31/e4507e09-3933-ea04-8766-64f095b99cdb_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:3),OREB,MIN @ CHA,MIN,CHA,"Thursday, March 21",2,https://videos.nba.com/nba/pbp/media/2019/03/21/0021801074/277/9d4c5225-f981-0e78-0284-f4371dd72af7_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:3),OREB,MIN @ CHA,MIN,CHA,"Thursday, March 21",2,https://videos.nba.com/nba/pbp/media/2019/03/21/0021801074/284/bf745cab-103d-bc25-17e4-3f5496a21d97_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:3),OREB,MIN @ MEM,MIN,MEM,"Saturday, March 23",1,https://videos.nba.com/nba/pbp/media/2019/03/23/0021801091/96/eea12919-f7ae-1217-6fd5-0246646e6a60_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:5),OREB,MIN @ MEM,MIN,MEM,"Saturday, March 23",2,https://videos.nba.com/nba/pbp/media/2019/03/23/0021801091/322/c0b1d195-6c43-019b-f45a-3d5d392187ad_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:12),OREB,MIN @ MEM,MIN,MEM,"Saturday, March 23",3,https://videos.nba.com/nba/pbp/media/2019/03/23/0021801091/456/f1a1b2a0-6e04-a0fc-34f8-6cabc95b6c9d_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:18),OREB,MIN @ MEM,MIN,MEM,"Saturday, March 23",4,https://videos.nba.com/nba/pbp/media/2019/03/23/0021801091/677/127dfda5-45bd-77b4-f9dd-434a05a6078f_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:8),OREB,LAC @ MIN,LAC,MIN,"Tuesday, March 26",3,https://videos.nba.com/nba/pbp/media/2019/03/26/0021801112/445/7799a610-0880-e6ac-31c3-b77014b89253_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:10),OREB,LAC @ MIN,LAC,MIN,"Tuesday, March 26",4,https://videos.nba.com/nba/pbp/media/2019/03/26/0021801112/590/07c22860-e3ac-b437-8c81-2cebfdbb7b7a_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:2),OREB,GSW @ MIN,GSW,MIN,"Friday, March 29",1,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801132/76/22efa7f7-a9cd-ca4f-7de8-064e5316d376_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:3),OREB,GSW @ MIN,GSW,MIN,"Friday, March 29",2,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801132/243/0417ac0d-d944-ff15-716c-d452f1b9794d_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:4),OREB,GSW @ MIN,GSW,MIN,"Friday, March 29",4,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801132/566/fb3f436c-60e7-d097-a591-6fddd1cef9c2_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:4 Def:7),OREB,GSW @ MIN,GSW,MIN,"Friday, March 29",5,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801132/688/574c478a-3b2b-fc76-14e1-30f3dddd8edf_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:5 Def:8),OREB,GSW @ MIN,GSW,MIN,"Friday, March 29",5,https://videos.nba.com/nba/pbp/media/2019/03/29/0021801132/714/814b98cf-67cb-1bff-17e9-1ef3e148869a_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:4),OREB,PHI @ MIN,PHI,MIN,"Saturday, March 30",3,https://videos.nba.com/nba/pbp/media/2019/03/30/0021801143/368/ad10f3de-f191-ed31-5b3e-e4b2c372c7b6_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:2),OREB,POR @ MIN,POR,MIN,"Monday, April 1",2,https://videos.nba.com/nba/pbp/media/2019/04/01/0021801157/284/2b7d12ed-f2b3-c523-0e9f-5a8751894258_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:2),OREB,POR @ MIN,POR,MIN,"Monday, April 1",2,https://videos.nba.com/nba/pbp/media/2019/04/01/0021801157/301/76fbe714-3145-589a-7008-aa32a54760f1_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:8),OREB,POR @ MIN,POR,MIN,"Monday, April 1",4,https://videos.nba.com/nba/pbp/media/2019/04/01/0021801157/631/69d2c7c7-daf0-f35f-ed79-165a0acba132_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:5),OREB,MIN @ DAL,MIN,DAL,"Wednesday, April 3",2,https://videos.nba.com/nba/pbp/media/2019/04/03/0021801172/306/db27b8bf-e7d6-a1ef-c51a-a29594885c17_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:8),OREB,MIN @ DAL,MIN,DAL,"Wednesday, April 3",3,https://videos.nba.com/nba/pbp/media/2019/04/03/0021801172/408/c027d191-7554-c9d4-26dd-8832bf48df3f_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:3 Def:9),OREB,MIN @ DAL,MIN,DAL,"Wednesday, April 3",3,https://videos.nba.com/nba/pbp/media/2019/04/03/0021801172/458/62d61a46-272f-0239-1aeb-8b0228735056_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:0),OREB,MIA @ MIN,MIA,MIN,"Friday, April 5",1,https://videos.nba.com/nba/pbp/media/2019/04/05/0021801185/39/29357fa9-ee72-7a50-6fed-719192fd004a_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:8),OREB,MIA @ MIN,MIA,MIN,"Friday, April 5",4,https://videos.nba.com/nba/pbp/media/2019/04/05/0021801185/589/4b188b0a-f1cd-6077-daf9-b94adf31187f_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:1 Def:4),OREB,OKC @ MIN,OKC,MIN,"Sunday, April 7",3,https://videos.nba.com/nba/pbp/media/2019/04/07/0021801197/438/a3ab1cc4-b5b7-299b-30cc-2d008d8e8462_1280x720.mp4
2018-19,15,Karl-Anthony Towns,Towns REBOUND (Off:2 Def:5),OREB,OKC @ MIN,OKC,MIN,"Sunday, April 7",4,https://videos.nba.com/nba/pbp/media/2019/04/07/0021801197/672/635b4a56-76fd-2421-a886-7e60e4f14f53_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,BOS @ TOR,BOS,TOR,"Friday, October 19",3,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800019/362/485d3d16-816d-dfa4-e079-d51ba01e408e_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:2),OREB,BOS @ TOR,BOS,TOR,"Friday, October 19",3,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800019/370/3b833a44-5c63-4a34-3aad-9d85a66f980b_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:4),OREB,ORL @ BOS,ORL,BOS,"Monday, October 22",3,https://videos.nba.com/nba/pbp/media/2018/10/22/0021800040/344/59be036c-cd44-de01-1066-cbcd1ae611e5_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:4),OREB,BOS @ OKC,BOS,OKC,"Thursday, October 25",4,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800065/701/f63a98e4-df0e-f410-95f5-cd8aa17d8714_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,DET @ BOS,DET,BOS,"Tuesday, October 30",3,https://videos.nba.com/nba/static/missing.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,MIL @ BOS,MIL,BOS,"Thursday, November 1",4,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800115/650/7c2699af-270d-ad98-fc95-0be462a20963_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,BOS @ DEN,BOS,DEN,"Monday, November 5",3,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800145/363/50973fab-4a46-2e7e-7806-80f33010c5c9_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:2),OREB,BOS @ DEN,BOS,DEN,"Monday, November 5",4,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800145/573/84056712-3715-92df-f8c5-f8810570d4f9_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:5),OREB,BOS @ PHX,BOS,PHX,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800164/558/38c51685-4fe2-26ce-b570-fe696ae73f2d_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:5),OREB,BOS @ PHX,BOS,PHX,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800164/566/5b1ea678-f048-8abe-03ab-f59060605eaf_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,BOS @ POR,BOS,POR,"Sunday, November 11",3,https://videos.nba.com/nba/pbp/media/2018/11/11/0021800188/405/824688f2-2783-c9e7-9386-0c6d32fec7ce_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:4),OREB,CHI @ BOS,CHI,BOS,"Wednesday, November 14",2,https://videos.nba.com/nba/pbp/media/2018/11/14/0021800204/278/14ee142c-d0ff-cf39-1190-89881682769c_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,UTA @ BOS,UTA,BOS,"Saturday, November 17",1,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800229/82/126d2468-ece1-c828-2a93-80f60a22a877_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:5),OREB,UTA @ BOS,UTA,BOS,"Saturday, November 17",3,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800229/429/9e596c92-b91a-6db2-1835-88aca7ac6613_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,BOS @ CHA,BOS,CHA,"Monday, November 19",2,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800239/282/2ce02881-890f-2a75-6b08-39f0bc2797bb_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,BOS @ CHA,BOS,CHA,"Monday, November 19",4,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800239/461/83c3a6d1-c6c8-c8a4-f2b1-23c8f54e5ef7_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,NYK @ BOS,NYK,BOS,"Wednesday, November 21",4,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800255/620/353d8005-525d-9d1d-f9c1-6d9e11394ee9_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,NYK @ BOS,NYK,BOS,"Wednesday, November 21",4,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800255/646/83b17315-010f-1764-2abd-52524b44d328_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:3 Def:3),OREB,NYK @ BOS,NYK,BOS,"Wednesday, November 21",4,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800255/648/65739ade-1cf2-6a4d-2d58-349adc48fc0a_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,BOS @ ATL,BOS,ATL,"Friday, November 23",3,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800268/424/7e8ad10f-33c8-e4cc-576a-18fd5ed4dfe9_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,BOS @ DAL,BOS,DAL,"Saturday, November 24",2,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800283/228/437140d7-f8f3-700f-327c-3b1172be5d1c_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,BOS @ DAL,BOS,DAL,"Saturday, November 24",4,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800283/611/090a5db5-649d-d083-e7bd-20d0da225c34_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,BOS @ NOP,BOS,NOP,"Monday, November 26",3,https://videos.nba.com/nba/pbp/media/2018/11/26/0021800298/355/1560dd1c-4af5-91e0-e531-6f60e6fdd6a7_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,BOS @ NOP,BOS,NOP,"Monday, November 26",4,https://videos.nba.com/nba/pbp/media/2018/11/26/0021800298/619/3f69d689-acfe-577e-ad0e-7fb8674287f0_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,CLE @ BOS,CLE,BOS,"Friday, November 30",1,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800319/64/7fb765b6-977e-a2ef-9095-ccd6e276a186_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:2),OREB,CLE @ BOS,CLE,BOS,"Friday, November 30",3,https://videos.nba.com/nba/pbp/media/2018/11/30/0021800319/439/ba6f5195-b796-c4be-6cad-d5063e0e4bc2_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,NYK @ BOS,NYK,BOS,"Thursday, December 6",1,https://videos.nba.com/nba/pbp/media/2018/12/06/0021800365/19/55e4953a-d4a1-fbf2-39e8-7f10f64cf158_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,BOS @ CHI,BOS,CHI,"Saturday, December 8",2,https://videos.nba.com/nba/pbp/media/2018/12/08/0021800383/277/4b2643b4-4aff-4b84-78e9-7b7bb49529c8_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:4),OREB,ATL @ BOS,ATL,BOS,"Friday, December 14",3,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800420/485/31b27c4c-668b-2b9c-ffc1-bbc6c1d17fe0_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,BOS @ DET,BOS,DET,"Saturday, December 15",1,https://videos.nba.com/nba/pbp/media/2018/12/15/0021800431/38/3edc77c9-0ad4-adfd-88db-cffd39fb51d4_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:5),OREB,BOS @ DET,BOS,DET,"Saturday, December 15",3,https://videos.nba.com/nba/pbp/media/2018/12/15/0021800431/321/bbb76cdf-e201-ccef-b9b0-001acae87cad_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,PHX @ BOS,PHX,BOS,"Wednesday, December 19",2,https://videos.nba.com/nba/pbp/media/2018/12/19/0021800458/325/90d924a3-c991-bfd2-e5fb-90f960a64608_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,PHX @ BOS,PHX,BOS,"Wednesday, December 19",4,https://videos.nba.com/nba/pbp/media/2018/12/19/0021800458/587/8b86b4c8-f856-6ad5-6efd-5770cca83381_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,MIL @ BOS,MIL,BOS,"Friday, December 21",3,https://videos.nba.com/nba/pbp/media/2018/12/21/0021800473/346/834873f6-57bb-82cb-f522-49b5f293a5ca_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:5),OREB,MIL @ BOS,MIL,BOS,"Friday, December 21",4,https://videos.nba.com/nba/pbp/media/2018/12/21/0021800473/557/7aabfe08-cf20-8536-3a5f-88312a0c0dbc_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:3 Def:5),OREB,MIL @ BOS,MIL,BOS,"Friday, December 21",4,https://videos.nba.com/nba/pbp/media/2018/12/21/0021800473/624/072da911-e189-7d11-16d2-46ce43c7b4dd_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,CHA @ BOS,CHA,BOS,"Sunday, December 23",1,https://videos.nba.com/nba/pbp/media/2018/12/23/0021800488/83/922e29fd-7e01-1d93-4bee-cebbac6f21f5_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,PHI @ BOS,PHI,BOS,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800499/37/84b47b98-25b8-83aa-e335-4da2d0d0dcc0_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:0),OREB,PHI @ BOS,PHI,BOS,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800499/58/1fdf4b15-5683-f5c7-4c01-84cf507e764a_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:3 Def:0),OREB,PHI @ BOS,PHI,BOS,"Tuesday, December 25",1,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800499/129/0bd309c3-a790-b26f-fda6-c96561b7698a_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:4 Def:6),OREB,PHI @ BOS,PHI,BOS,"Tuesday, December 25",5,https://videos.nba.com/nba/pbp/media/2018/12/25/0021800499/728/03860177-0fc0-a40f-c732-3078d2d4881e_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,BOS @ MEM,BOS,MEM,"Saturday, December 29",4,https://videos.nba.com/nba/pbp/media/2018/12/29/0021800531/603/b5f1cbee-d969-d1da-6387-69dada27c64b_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,BOS @ SAS,BOS,SAS,"Monday, December 31",1,https://videos.nba.com/nba/pbp/media/2018/12/31/0021800545/39/7bf4f6e1-aa7e-ff8c-2be6-2702a33437fa_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,IND @ BOS,IND,BOS,"Wednesday, January 9",2,https://videos.nba.com/nba/pbp/media/2019/01/09/0021800607/302/db9c0410-c3f5-9542-e5b5-e22f3fe88306_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,TOR @ BOS,TOR,BOS,"Wednesday, January 16",3,https://videos.nba.com/nba/pbp/media/2019/01/16/0021800658/354/30d8e2a2-c1e6-3592-b784-4dce701fe735_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:2),OREB,TOR @ BOS,TOR,BOS,"Wednesday, January 16",3,https://videos.nba.com/nba/pbp/media/2019/01/16/0021800658/422/cd85e8ae-36c5-912b-23a9-d8e91b794bb7_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,MEM @ BOS,MEM,BOS,"Friday, January 18",1,https://videos.nba.com/nba/pbp/media/2019/01/18/0021800671/108/a23621bf-254a-6334-ef1e-2217652c8d3f_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:0),OREB,BOS @ ATL,BOS,ATL,"Saturday, January 19",2,https://videos.nba.com/nba/pbp/media/2019/01/19/0021800683/262/1e725826-406d-739e-482a-e79f1ed9dce1_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,GSW @ BOS,GSW,BOS,"Saturday, January 26",2,https://videos.nba.com/nba/pbp/media/2019/01/26/0021800732/301/abe4a935-482a-9c70-cd96-433a0f603cc1_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:3),OREB,GSW @ BOS,GSW,BOS,"Saturday, January 26",3,https://videos.nba.com/nba/pbp/media/2019/01/26/0021800732/430/c078677b-bca4-be39-a3b4-a6fa6fea2e99_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:3 Def:3),OREB,GSW @ BOS,GSW,BOS,"Saturday, January 26",4,https://videos.nba.com/nba/pbp/media/2019/01/26/0021800732/525/8c5d42f0-4c2d-ce14-9d35-df84ffcc930e_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:1),OREB,BOS @ NYK,BOS,NYK,"Friday, February 1",1,https://videos.nba.com/nba/pbp/media/2019/02/01/0021800771/65/eac6427d-b497-20b1-979e-869f84a90d0e_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:2 Def:1),OREB,BOS @ NYK,BOS,NYK,"Friday, February 1",1,https://videos.nba.com/nba/pbp/media/2019/02/01/0021800771/72/f56bcc9a-9b40-bd2c-83b4-0847219d5679_1280x720.mp4
2018-19,16,Kyrie Irving,Irving REBOUND (Off:1 Def:2),OREB,OKC @ BOS,OKC,BOS,"Sunday, February 3",2,https://videos.nba.com/nba/pbp/media/2019/02/03/0021800788/270/e62732d5-f684-e08e-a869-452dbe70d104_1280x720.mp4
