PLAY ID,SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link,DOWNLOADED
hoop_cut_188,2021-22,108,Dennis Schröder,DREB,Schroder REBOUND (Off:0 Def:2),HOU @ LAC,HOU,LAC,"Thursday, February 17",3,https://videos.nba.com/nba/pbp/media/2022/02/17/0022100888/359/87003287-9a52-2ec6-e16d-26578170a237_1280x720.mp4,False
hoop_cut_189,2021-22,29,Jimmy Butler III,DREB,Butler REBOUND (Off:0 Def:3),MIA @ BKN,MIA,BKN,"Wednesday, October 27",1,https://videos.nba.com/nba/pbp/media/2021/10/27/0022100057/48/10029890-2b0a-5eb1-7be0-3f6923574a61_1280x720.mp4,False
hoop_cut_190,2021-22,90,Wendell Carter Jr.,DREB,Carter Jr. REBOUND (Off:1 Def:7),ORL @ UTA,ORL,UTA,"Friday, February 11",4,https://videos.nba.com/nba/pbp/media/2022/02/11/0022100844/518/d917347d-aaf1-8fe6-441f-e1e5c749e2d1_1280x720.mp4,False
hoop_cut_191,2021-22,3,Giannis Antetokounmpo,DREB,G. Antetokounmpo REBOUND (Off:1 Def:11),MIL @ NYK,MIL,NYK,"Wednesday, November 10",4,https://videos.nba.com/nba/pbp/media/2021/11/10/0022100161/478/fe1960aa-3eea-3da9-256f-4f0161aa5775_1280x720.mp4,False
hoop_cut_192,2021-22,34,Fred VanVleet,DREB,VanVleet REBOUND (Off:0 Def:2),TOR @ BOS,TOR,BOS,"Wednesday, November 10",3,https://videos.nba.com/nba/pbp/media/2021/11/10/0022100160/378/1e8c431f-c158-4154-5a18-bdaa2792a483_1280x720.mp4,False
hoop_cut_193,2021-22,14,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),GSW @ DAL,GSW,DAL,"Wednesday, January 5",1,https://videos.nba.com/nba/pbp/media/2022/01/05/0022100572/89/743e0c21-b237-b4a9-482e-8b7810420540_1280x720.mp4,False
hoop_cut_194,2021-22,7,DeMar DeRozan,DREB,DeRozan REBOUND (Off:1 Def:4),CHI @ ATL,CHI,ATL,"Thursday, March 3",2,https://videos.nba.com/nba/pbp/media/2022/03/03/0022100710/277/f3e24ca8-7b26-acf6-596f-72617f971483_1280x720.mp4,False
hoop_cut_195,2021-22,56,Jonas Valančiūnas,DREB,Valanciunas REBOUND (Off:4 Def:8),SAC @ NOP,SAC,NOP,"Friday, October 29",4,https://videos.nba.com/nba/pbp/media/2021/10/29/0022100074/567/0b08bd1f-6fee-8ab6-bef2-fd72cb0db763_1280x720.mp4,False
hoop_cut_196,2021-22,17,Zach LaVine,DREB,LaVine REBOUND (Off:0 Def:2),CHI @ BKN,CHI,BKN,"Saturday, December 4",2,https://videos.nba.com/nba/pbp/media/2021/12/04/0022100343/236/e16e8649-8547-a5d8-5e0f-b5de18f927c6_1280x720.mp4,False
hoop_cut_197,2021-22,112,De'Andre Hunter,DREB,Hunter REBOUND (Off:0 Def:2),ATL @ DAL,ATL,DAL,"Sunday, February 6",1,https://videos.nba.com/nba/pbp/media/2022/02/06/0022100807/60/f05c5ae5-f6c6-7012-0717-3e06e8db5373_1280x720.mp4,False
hoop_cut_198,2021-22,24,Pascal Siakam,DREB,Siakam REBOUND (Off:0 Def:3),PHX @ TOR,PHX,TOR,"Tuesday, January 11",2,https://videos.nba.com/nba/pbp/media/2022/01/11/0022100613/265/ab91518e-ff15-eb61-9205-52a8632502a3_1280x720.mp4,False
hoop_cut_199,2021-22,17,Zach LaVine,DREB,LaVine REBOUND (Off:0 Def:2),DAL @ CHI,DAL,CHI,"Wednesday, November 10",1,https://videos.nba.com/nba/pbp/media/2021/11/10/0022100163/77/b9376f36-16fa-458e-3c2b-55c2d7c5b1f8_1280x720.mp4,False
hoop_cut_200,2021-22,107,Kevin Love,DREB,Love REBOUND (Off:0 Def:11),NYK @ CLE,NYK,CLE,"Monday, January 24",3,https://videos.nba.com/nba/pbp/media/2022/01/24/0022100709/435/cd66e2b5-d686-2e63-c466-20b39ae01054_1280x720.mp4,False
hoop_cut_201,2022-23,21,Zach LaVine,DREB,LaVine REBOUND (Off:1 Def:4),CHI @ BOS,CHI,BOS,"Monday, January 9",3,https://videos.nba.com/nba/pbp/media/2023/01/09/0022200606/386/eb551063-ee83-d643-ca21-b35cf1be3cb6_1280x720.mp4,False
hoop_cut_202,2022-23,36,Klay Thompson,DREB,Thompson REBOUND (Off:3 Def:1),MEM @ GSW,MEM,GSW,"Sunday, December 25",1,https://videos.nba.com/nba/pbp/media/2022/12/25/0022200496/58/169d3a38-ae0a-f732-7905-464aef4a81c5_1280x720.mp4,False
hoop_cut_203,2022-23,3,Damian Lillard,DREB,Lillard REBOUND (Off:0 Def:4),IND @ POR,IND,POR,"Sunday, December 4",4,https://videos.nba.com/nba/pbp/media/2022/12/04/0022200351/575/953670d6-1e0e-9034-2cc8-445927aa6b84_1280x720.mp4,False
hoop_cut_204,2022-23,73,Gary Trent Jr.,DREB,Trent Jr. REBOUND (Off:0 Def:2),TOR @ MIN,TOR,MIN,"Thursday, January 19",4,https://videos.nba.com/nba/pbp/media/2023/01/19/0022200680/629/bac692a1-83e0-5497-83e5-24c1877705cf_1280x720.mp4,False
hoop_cut_205,2022-23,116,Rudy Gobert,DREB,Gobert REBOUND (Off:1 Def:2),CHA @ MIN,CHA,MIN,"Friday, February 24",1,https://videos.nba.com/nba/pbp/media/2023/02/24/0022200898/43/7c933ece-82a1-a15e-1f83-dec265287739_1280x720.mp4,False
hoop_cut_206,2022-23,116,Rudy Gobert,DREB,Gobert REBOUND (Off:3 Def:8),MIN @ SAC,MIN,SAC,"Saturday, March 4",4,https://videos.nba.com/nba/pbp/media/2023/03/04/0022200961/548/eea62f7a-764c-4c04-50d6-9ee97bef144b_1280x720.mp4,False
hoop_cut_207,2022-23,19,Julius Randle,DREB,Randle REBOUND (Off:2 Def:8),NYK @ CHI,NYK,CHI,"Friday, December 16",3,https://videos.nba.com/nba/pbp/media/2022/12/16/0022200434/475/1d3c6c13-b21e-9a5c-be54-a56e6566349d_1280x720.mp4,False
hoop_cut_208,2022-23,207,Jalen Duren,DREB,Duren REBOUND (Off:0 Def:2),BKN @ DET,BKN,DET,"Sunday, December 18",1,https://videos.nba.com/nba/pbp/media/2022/12/18/0022200447/27/4f72c15e-d40b-74e1-c251-ae03643243e0_1280x720.mp4,False
hoop_cut_209,2022-23,100,Tobias Harris,DREB,Harris REBOUND (Off:0 Def:3),PHI @ IND,PHI,IND,"Saturday, March 18",2,https://videos.nba.com/nba/pbp/media/2023/03/18/0022201057/233/1c000504-baae-6c9c-6a4c-118187dfb2ea_1280x720.mp4,False
hoop_cut_210,2022-23,112,Chris Paul,DREB,Paul REBOUND (Off:0 Def:5),NOP @ PHX,NOP,PHX,"Saturday, December 17",4,https://videos.nba.com/nba/pbp/media/2022/12/17/0022200444/556/bf29d1c2-398c-adb7-f228-af970fdf035e_1280x720.mp4,False
hoop_cut_211,2022-23,145,Marcus Smart,DREB,Smart REBOUND (Off:1 Def:3),BOS @ DAL,BOS,DAL,"Thursday, January 5",2,https://videos.nba.com/nba/pbp/media/2023/01/05/0022200577/260/edb500da-20c7-f7bd-e0c3-193ad6cc39e5_1280x720.mp4,False
hoop_cut_212,2022-23,212,Bol Bol,DREB,Bol REBOUND (Off:1 Def:3),ORL @ DET,ORL,DET,"Wednesday, December 28",3,https://videos.nba.com/nba/pbp/media/2022/12/28/0022200515/433/2ce74d07-2275-0a4f-da42-e8d31e310383_1280x720.mp4,False
hoop_cut_213,2022-23,51,Bam Adebayo,DREB,Adebayo REBOUND (Off:1 Def:12),CHA @ MIA,CHA,MIA,"Saturday, November 12",3,https://videos.nba.com/nba/pbp/media/2022/11/12/0022200189/438/effb7def-2e6c-a0d1-df14-7c28d25c8c13_1280x720.mp4,False
hoop_cut_214,2022-23,26,Pascal Siakam,DREB,Siakam REBOUND (Off:4 Def:8),OKC @ TOR,OKC,TOR,"Thursday, March 16",3,https://videos.nba.com/nba/pbp/media/2023/03/16/0022201044/442/e68ffba3-0126-613b-29e8-d9fb0ecf8b63_1280x720.mp4,False
hoop_cut_215,2022-23,32,Kristaps Porziņģis,DREB,Porzingis REBOUND (Off:0 Def:6),WAS @ MIA,WAS,MIA,"Wednesday, November 23",3,https://videos.nba.com/nba/pbp/media/2022/11/23/0022200265/399/36686adb-10c5-a48f-2f4a-74ed6c970802_1280x720.mp4,False
hoop_cut_216,2022-23,2,Luka Dončić,DREB,Doncic REBOUND (Off:0 Def:7),PHX @ DAL,PHX,DAL,"Sunday, March 5",3,https://videos.nba.com/nba/pbp/media/2023/03/05/0022200962/435/5dc7421c-c223-bda4-a38a-1112d8d6741d_1280x720.mp4,False
hoop_cut_217,2022-23,154,Jeremy Sochan,DREB,Sochan REBOUND (Off:0 Def:4),MIA @ SAS,MIA,SAS,"Saturday, December 17",3,https://videos.nba.com/nba/pbp/media/2022/12/17/0022200439/495/c367dfb7-bbd3-f828-a6b5-759174fb0150_1280x720.mp4,False
hoop_cut_218,2022-23,199,Chris Boucher,DREB,Boucher REBOUND (Off:0 Def:1),TOR @ LAC,TOR,LAC,"Wednesday, March 8",1,https://videos.nba.com/nba/pbp/media/2023/03/08/0022200991/108/c02bf147-a979-40fc-c7a1-ffc68ef510a3_1280x720.mp4,False
hoop_cut_219,2022-23,26,Pascal Siakam,DREB,Siakam REBOUND (Off:0 Def:3),TOR @ BKN,TOR,BKN,"Friday, October 21",2,https://videos.nba.com/nba/pbp/media/2022/10/21/0022200021/174/0990d3f9-0f0c-1a35-b75a-7b771953bd31_1280x720.mp4,False
hoop_cut_220,2022-23,52,Tyrese Maxey,DREB,Maxey REBOUND (Off:0 Def:3),PHI @ WAS,PHI,WAS,"Monday, October 31",4,https://videos.nba.com/nba/pbp/media/2022/10/31/0022200097/581/a77d176f-a884-990c-37c4-dc7d771f2c37_1280x720.mp4,False
hoop_cut_221,2022-23,145,Marcus Smart,DREB,Smart REBOUND (Off:0 Def:1),UTA @ BOS,UTA,BOS,"Friday, March 31",1,https://videos.nba.com/nba/pbp/media/2023/03/31/0022201152/116/7d04ce69-c52d-5b78-627b-be6951ecf498_1280x720.mp4,False
hoop_cut_222,2022-23,47,Tyrese Haliburton,DREB,Haliburton REBOUND (Off:0 Def:3),MIA @ IND,MIA,IND,"Friday, November 4",1,https://videos.nba.com/nba/pbp/media/2022/11/04/0022200121/96/0b7a8bb1-5c70-7b8b-e18a-7cf8237d1e07_1280x720.mp4,False
hoop_cut_223,2022-23,82,Aaron Gordon,DREB,Gordon REBOUND (Off:2 Def:8),DEN @ ORL,DEN,ORL,"Thursday, February 9",3,https://videos.nba.com/nba/pbp/media/2023/02/09/0022200831/422/8e349a75-6c5a-e440-3aca-b52298242da3_1280x720.mp4,False
hoop_cut_224,2022-23,216,Mark Williams,DREB,Williams REBOUND (Off:3 Def:2),TOR @ CHA,TOR,CHA,"Sunday, April 2",1,https://videos.nba.com/nba/pbp/media/2023/04/02/0022201163/34/2f71d887-4a51-f225-02ca-4927ba7a6d41_1280x720.mp4,False
hoop_cut_225,2022-23,60,RJ Barrett,DREB,Barrett REBOUND (Off:0 Def:7),CLE @ NYK,CLE,NYK,"Sunday, December 4",3,https://videos.nba.com/nba/pbp/media/2022/12/04/0022200348/317/974fdc20-af4a-1cdd-78b3-fa4b7b66dc99_1280x720.mp4,False
hoop_cut_226,2023-24,241,Toumani Camara,DREB,Camara REBOUND (Off:0 Def:2),POR @ OKC,POR,OKC,"Tuesday, January 23",2,https://videos.nba.com/nba/pbp/media/2024/01/23/0022300617/351/ec4af902-2f30-12e2-8129-4cd7fc6b4927_1280x720.mp4,False
hoop_cut_227,2023-24,239,Cody Martin,DREB,Martin REBOUND (Off:0 Def:6),CHA @ MIL,CHA,MIL,"Tuesday, February 27",3,https://videos.nba.com/nba/pbp/media/2024/02/27/0022300840/339/14140017-692a-4997-53c4-06fc094814b8_1280x720.mp4,False
hoop_cut_228,2023-24,156,Herbert Jones,DREB,Jones REBOUND (Off:0 Def:5),NOP @ GSW,NOP,GSW,"Friday, April 12",4,https://videos.nba.com/nba/pbp/media/2024/04/12/0022301182/585/70e64cf9-f673-6252-23e2-968c3f901a31_1280x720.mp4,False
hoop_cut_229,2023-24,65,Nikola Vučević,DREB,Vucevic REBOUND (Off:0 Def:1),CHI @ DET,CHI,DET,"Thursday, April 11",1,https://videos.nba.com/nba/pbp/media/2024/04/11/0022301166/19/70d112a3-e655-3dd2-b99e-67c51976a491_1280x720.mp4,False
hoop_cut_230,2023-24,27,Jaylen Brown,DREB,Brown REBOUND (Off:1 Def:3),PHI @ BOS,PHI,BOS,"Friday, December 1",4,https://videos.nba.com/nba/pbp/media/2023/12/01/0022300275/655/42459674-4fb9-8669-1162-690cc4e6cddd_1280x720.mp4,False
hoop_cut_231,2023-24,68,Fred VanVleet,DREB,VanVleet REBOUND (Off:1 Def:1),HOU @ NOP,HOU,NOP,"Thursday, February 22",2,https://videos.nba.com/nba/pbp/media/2024/02/22/0022300798/184/02558c7f-f4ee-5fd4-2c28-99f679b1596c_1280x720.mp4,False
hoop_cut_232,2023-24,80,Jarrett Allen,DREB,Allen REBOUND (Off:4 Def:3),CLE @ DAL,CLE,DAL,"Wednesday, December 27",2,https://videos.nba.com/nba/pbp/media/2023/12/27/0022300420/306/de9fd8e6-6ed3-992e-d1c2-f9317a14198b_1280x720.mp4,False
hoop_cut_233,2023-24,111,Jalen Duren,DREB,Duren REBOUND (Off:2 Def:13),WAS @ DET,WAS,DET,"Saturday, January 27",4,https://videos.nba.com/nba/pbp/media/2024/01/27/0022300642/623/8a7553b0-3ce9-d793-32f2-5b5d291b8702_1280x720.mp4,False
hoop_cut_234,2023-24,90,Kelly Oubre Jr.,DREB,Oubre Jr. REBOUND (Off:1 Def:2),PHI @ MIL,PHI,MIL,"Thursday, October 26",4,https://videos.nba.com/nba/pbp/media/2023/10/26/0022300075/630/f5e093ef-b618-9ff4-b96a-1be46d975811_1280x720.mp4,False
hoop_cut_235,2023-24,210,Al Horford,DREB,Horford REBOUND (Off:0 Def:5),ATL @ BOS,ATL,BOS,"Sunday, November 26",2,https://videos.nba.com/nba/pbp/media/2023/11/26/0022300246/172/e4f68b5e-d094-6746-4aee-a1a7d2cafe1d_1280x720.mp4,False
hoop_cut_236,2023-24,26,Lauri Markkanen,DREB,Markkanen REBOUND (Off:0 Def:1),LAL @ UTA,LAL,UTA,"Saturday, January 13",2,https://videos.nba.com/nba/pbp/media/2024/01/13/0022300549/279/780b8ef9-c355-6cc5-0d13-f121dec7f52e_1280x720.mp4,False
hoop_cut_237,2023-24,25,Kawhi Leonard,DREB,Leonard REBOUND (Off:0 Def:9),LAC @ MIN,LAC,MIN,"Sunday, January 14",4,https://videos.nba.com/nba/pbp/media/2024/01/14/0022300553/562/60d0206d-6cf4-edfe-7f8b-23e41a309660_1280x720.mp4,False
hoop_cut_238,2023-24,46,Jimmy Butler III,DREB,Butler REBOUND (Off:1 Def:5),SAC @ MIA,SAC,MIA,"Wednesday, January 31",4,https://videos.nba.com/nba/pbp/media/2024/01/31/0022300678/545/c7dcd0ce-360f-5d65-a2f1-1d9555909d13_1280x720.mp4,False
hoop_cut_239,2023-24,110,Aaron Gordon,DREB,Gordon REBOUND (Off:2 Def:2),UTA @ DEN,UTA,DEN,"Monday, October 30",3,https://videos.nba.com/nba/pbp/media/2023/10/30/0022300110/366/493118ce-238d-2470-64dd-2c1381187d2b_1280x720.mp4,False
hoop_cut_240,2023-24,281,Jeff Green,DREB,Je. Green REBOUND (Off:0 Def:1),POR @ HOU,POR,HOU,"Monday, March 25",1,https://videos.nba.com/nba/pbp/media/2024/03/25/0022301038/152/b9675942-91b3-1f76-0139-d941c56af2a1_1280x720.mp4,False
hoop_cut_241,2023-24,21,DeMar DeRozan,DREB,DeRozan REBOUND (Off:0 Def:2),CHI @ MIA,CHI,MIA,"Thursday, December 14",1,https://videos.nba.com/nba/pbp/media/2023/12/14/0022300320/74/0a9ae437-907c-127e-49af-6d9cfd0c22a1_1280x720.mp4,False
hoop_cut_242,2023-24,297,Vít Krejčí,DREB,Krejci REBOUND (Off:0 Def:2),MIL @ ATL,MIL,ATL,"Saturday, March 30",4,https://videos.nba.com/nba/pbp/media/2024/03/30/0022301076/655/d3229efe-552c-e67d-0e00-fd971ebf5bb7_1280x720.mp4,False
hoop_cut_243,2023-24,254,Naji Marshall,DREB,Marshall REBOUND (Off:3 Def:3),NOP @ CLE,NOP,CLE,"Thursday, December 21",4,https://videos.nba.com/nba/pbp/media/2023/12/21/0022300375/619/d92c7c8f-d041-f1f3-3a0a-09f6e9457acf_1280x720.mp4,False
hoop_cut_244,2023-24,21,DeMar DeRozan,DREB,DeRozan REBOUND (Off:0 Def:1),CLE @ CHI,CLE,CHI,"Wednesday, February 28",1,https://videos.nba.com/nba/pbp/media/2024/02/28/0022300846/109/f9f38831-031e-87dd-a022-b9049a243fc7_1280x720.mp4,False
hoop_cut_245,2023-24,12,Nikola Jokić,DREB,Jokic REBOUND (Off:0 Def:10),BKN @ DEN,BKN,DEN,"Thursday, December 14",3,https://videos.nba.com/nba/pbp/media/2023/12/14/0022300322/433/dcff1328-c4a3-2e09-7875-0220cbd3e5d2_1280x720.mp4,False
hoop_cut_246,2023-24,143,Ivica Zubac,DREB,Zubac REBOUND (Off:0 Def:1),MIA @ LAC,MIA,LAC,"Monday, January 1",1,https://videos.nba.com/nba/pbp/media/2024/01/01/0022300458/23/5652ebcf-9bbe-c5a3-ba61-ada1314d2783_1280x720.mp4,False
hoop_cut_247,2023-24,341,Goga Bitadze,DREB,Bitadze REBOUND (Off:2 Def:4),TOR @ ORL,TOR,ORL,"Tuesday, November 21",3,https://videos.nba.com/nba/pbp/media/2023/11/21/0022300038/450/790bd572-87a3-709d-257f-b8e6c18f58a8_1280x720.mp4,False
hoop_cut_248,2023-24,89,Donte DiVincenzo,DREB,DiVincenzo REBOUND (Off:1 Def:3),NYK @ WAS,NYK,WAS,"Saturday, January 6",2,https://videos.nba.com/nba/pbp/media/2024/01/06/0022300494/316/a6ec3525-5272-ce20-4f7c-380692e7f518_1280x720.mp4,False
hoop_cut_249,2023-24,387,Ashton Hagans,DREB,Hagans REBOUND (Off:1 Def:3),HOU @ POR,HOU,POR,"Friday, March 8",4,https://videos.nba.com/nba/pbp/media/2024/03/08/0022300916/507/437cec3f-bb97-a8b3-dec4-5feacbcdffac_1280x720.mp4,False
hoop_cut_250,2023-24,221,Josh Green,DREB,Green REBOUND (Off:1 Def:1),DAL @ MIL,DAL,MIL,"Saturday, November 18",2,https://videos.nba.com/nba/pbp/media/2023/11/18/0022300205/282/59743e4c-0d84-d359-7b94-018adb8b1fb4_1280x720.mp4,False
hoop_cut_251,2014-15,39,Paul Millsap,OREB,Millsap REBOUND (Off:2 Def:7),OKC @ ATL,OKC,ATL,"Friday, January 23",4,https://videos.nba.com/nba/pbp/media/2015/01/23/0021400642/444/208c1486-56e1-5701-3374-d3af64c48aef_1280x720.mp4,False
hoop_cut_252,2014-15,125,DeAndre Jordan,OREB,Jordan REBOUND (Off:3 Def:3),LAC @ TOR,LAC,TOR,"Friday, February 6",1,https://videos.nba.com/nba/pbp/media/2015/02/06/0021400752/86/3d92a33e-2b2f-c140-ca3e-113cbcbc0598_1280x720.mp4,False
hoop_cut_253,2014-15,79,Alec Burks,OREB,Burks REBOUND (Off:1 Def:1),UTA @ IND,UTA,IND,"Monday, November 10",1,https://videos.nba.com/nba/pbp/media/2014/10/29/0021400012/183/1d53f878-a838-7fe5-b409-f14570323b26_1280x720.mp4,False
hoop_cut_254,2014-15,76,Wilson Chandler,OREB,Chandler REBOUND (Off:1 Def:0),LAC @ DEN,LAC,DEN,"Friday, December 19",1,https://videos.nba.com/nba/pbp/media/2014/12/19/0021400391/49/5bffce90-8d03-d2cf-858a-a4bcd46f9f79_1280x720.mp4,False
hoop_cut_255,2014-15,80,Andre Drummond,OREB,Drummond REBOUND (Off:5 Def:6),DET @ PHI,DET,PHI,"Wednesday, March 18",3,https://videos.nba.com/nba/pbp/media/2015/03/11/0021400960/178/ba13ff39-bd08-e23c-34f5-516f7b3695ea_1280x720.mp4,False
hoop_cut_256,2014-15,97,Kenneth Faried,OREB,Faried REBOUND (Off:4 Def:4),DAL @ DEN,DAL,DEN,"Friday, April 10",5,https://videos.nba.com/nba/pbp/media/2015/03/28/0021401091/471/171b2e41-055f-921f-08eb-dc01592eb82c_1280x720.mp4,False
hoop_cut_257,2014-15,113,Gerald Green,OREB,Green REBOUND (Off:4 Def:4),MIL @ PHX,MIL,PHX,"Monday, December 15",4,https://videos.nba.com/nba/pbp/media/2014/12/15/0021400360/515/e133f411-63de-ef48-92f4-e0b789ccd046_1280x720.mp4,False
hoop_cut_258,2014-15,115,Paul Pierce,OREB,Pierce REBOUND (Off:1 Def:5),WAS @ MIL,WAS,MIL,"Saturday, November 22",2,https://videos.nba.com/nba/pbp/media/2014/11/22/0021400190/244/63a720a8-453f-ff4c-1552-e89c1c369833_1280x720.mp4,False
hoop_cut_259,2014-15,127,Amar'e Stoudemire,OREB,Stoudemire REBOUND (Off:1 Def:1),HOU @ DAL,HOU,DAL,"Thursday, April 2",1,https://videos.nba.com/nba/pbp/media/2015/04/02/0021401125/98/4ff55b19-001a-6cc2-cf05-3769e9943f2a_1280x720.mp4,False
hoop_cut_260,2014-15,40,Al Jefferson,OREB,Jefferson REBOUND (Off:1 Def:1),DET @ CHA,DET,CHA,"Wednesday, April 1",1,https://videos.nba.com/nba/pbp/media/2015/04/01/0021401112/43/f7320f33-1f32-2b5a-ba37-a8b930c46951_1280x720.mp4,False
hoop_cut_261,2014-15,53,Greg Monroe,OREB,Monroe REBOUND (Off:1 Def:0),MIL @ DET,MIL,DET,"Friday, November 7",1,https://videos.nba.com/nba/pbp/media/2014/11/07/0021400076/57/1d27b741-91bc-81e6-657e-5ce95f7ea69b_1280x720.mp4,False
hoop_cut_262,2014-15,96,DeMarre Carroll,OREB,Carroll REBOUND (Off:1 Def:0),ATL @ MIA,ATL,MIA,"Wednesday, December 3",1,https://videos.nba.com/nba/pbp/media/2014/12/03/0021400267/14/7c3dfad9-e588-a003-876b-b075ce1629f8_1280x720.mp4,False
hoop_cut_263,2014-15,53,Greg Monroe,OREB,Monroe REBOUND (Off:3 Def:14),DET @ DAL,DET,DAL,"Wednesday, January 7",4,https://videos.nba.com/nba/pbp/media/2015/01/07/0021400529/509/935987d4-d275-a22c-7d3e-b47ee0e598e1_1280x720.mp4,False
hoop_cut_264,2014-15,107,Donatas Motiejunas,OREB,Motiejunas REBOUND (Off:2 Def:0),BKN @ HOU,BKN,HOU,"Friday, February 27",3,https://videos.nba.com/nba/pbp/media/2015/02/27/0021400863/298/34a01338-80e6-aed8-34f5-6b9792e773b9_1280x720.mp4,False
hoop_cut_265,2014-15,68,Michael Carter-Williams,OREB,Carter-Williams REBOUND (Off:1 Def:0),MIL @ LAL,MIL,LAL,"Friday, February 27",1,https://videos.nba.com/nba/pbp/media/2015/02/27/0021400868/26/f51fa77c-7532-d5e5-64c7-c2e2c5b7f78e_1280x720.mp4,False
hoop_cut_266,2014-15,59,Enes Freedom,OREB,Kanter REBOUND (Off:1 Def:3),MIN @ OKC,MIN,OKC,"Friday, March 13",1,https://videos.nba.com/nba/pbp/media/2015/03/13/0021400971/70/c3d0dd42-b383-836a-8479-febb20425854_1280x720.mp4,False
hoop_cut_267,2014-15,98,Nikola Pekovic,OREB,Pekovic REBOUND (Off:2 Def:0),MIN @ MIA,MIN,MIA,"Saturday, November 8",2,https://videos.nba.com/nba/pbp/media/2014/11/07/0021400072/557/0b5d6b5e-042f-f3ac-464d-a264ef497968_1280x720.mp4,False
hoop_cut_268,2014-15,48,Zach Randolph,OREB,Randolph REBOUND (Off:2 Def:7),LAL @ MEM,LAL,MEM,"Friday, March 6",3,https://videos.nba.com/nba/pbp/media/2015/03/06/0021400918/250/0f0c3a92-4ed6-583b-d20d-a0f266297ccc_1280x720.mp4,False
hoop_cut_269,2014-15,102,Marcin Gortat,OREB,Gortat REBOUND (Off:2 Def:2),CLE @ WAS,CLE,WAS,"Friday, February 20",2,https://videos.nba.com/nba/pbp/media/2015/02/20/0021400809/196/71a7d277-3181-8bdf-bf02-8947332c480e_1280x720.mp4,False
hoop_cut_270,2014-15,80,Andre Drummond,OREB,Drummond REBOUND (Off:3 Def:3),PHI @ DET,PHI,DET,"Saturday, January 17",1,https://videos.nba.com/nba/pbp/media/2015/01/16/0021400587/527/557d0132-3c27-006b-e279-2afbaffb92cc_1280x720.mp4,False
hoop_cut_271,2014-15,25,Pau Gasol,OREB,Gasol REBOUND (Off:2 Def:10),NYK @ CHI,NYK,CHI,"Saturday, March 28",3,https://videos.nba.com/nba/pbp/media/2015/03/28/0021401088/351/75b8868b-f40a-6746-19ef-c71eef71f651_1280x720.mp4,False
hoop_cut_272,2014-15,94,Giannis Antetokounmpo,OREB,Antetokounmpo REBOUND (Off:2 Def:6),CHI @ MIL,CHI,MIL,"Wednesday, November 5",4,https://videos.nba.com/nba/pbp/media/2014/11/05/0021400062/459/8f1b2044-83af-aae3-0083-895616d951fa_1280x720.mp4,False
hoop_cut_273,2014-15,2,James Harden,OREB,Harden REBOUND (Off:1 Def:0),NYK @ HOU,NYK,HOU,"Monday, November 24",1,https://videos.nba.com/nba/pbp/media/2014/11/24/0021400202/106/3c30079b-d14f-1f1e-664d-465131b80a6a_1280x720.mp4,False
hoop_cut_274,2014-15,131,Jeremy Lin,OREB,Lin REBOUND (Off:1 Def:1),NOP @ LAL,NOP,LAL,"Wednesday, April 1",3,https://videos.nba.com/nba/pbp/media/2015/04/01/0021401123/269/cf2667bb-a73e-8ffb-952b-96633a2ffa01_1280x720.mp4,False
hoop_cut_275,2014-15,68,Michael Carter-Williams,OREB,Carter-Williams REBOUND (Off:1 Def:2),WAS @ MIL,WAS,MIL,"Saturday, March 7",4,https://videos.nba.com/nba/pbp/media/2015/02/27/0021400868/26/f51fa77c-7532-d5e5-64c7-c2e2c5b7f78e_1280x720.mp4,False
hoop_cut_276,2015-16,52,Victor Oladipo,OREB,Oladipo REBOUND (Off:1 Def:2),HOU @ ORL,HOU,ORL,"Wednesday, December 23",2,https://videos.nba.com/nba/pbp/media/2015/12/23/0021500426/181/7ced0ac6-02e2-591d-17ae-dde3930aff06_1280x720.mp4,False
hoop_cut_277,2015-16,36,LaMarcus Aldridge,OREB,Aldridge REBOUND (Off:2 Def:3),POR @ SAS,POR,SAS,"Monday, November 16",4,https://videos.nba.com/nba/pbp/media/2015/11/16/0021500156/386/885f28e9-e84f-8dc7-66cb-a36bfeb365ac_1280x720.mp4,False
hoop_cut_278,2015-16,186,Terrence Jones,OREB,Jones REBOUND (Off:2 Def:3),HOU @ LAC,HOU,LAC,"Monday, January 18",3,https://videos.nba.com/nba/pbp/media/2016/01/18/0021500624/394/524e1c23-521c-0dc3-2f77-21691745ccd2_1280x720.mp4,False
hoop_cut_279,2015-16,5,LeBron James,OREB,James REBOUND (Off:3 Def:6),CLE @ SAC,CLE,SAC,"Wednesday, March 9",4,https://videos.nba.com/nba/pbp/media/2016/03/09/0021500957/528/8b251845-98af-20c3-a06e-ca4d163ef46e_1280x720.mp4,False
hoop_cut_280,2015-16,75,Marcus Morris Sr.,OREB,Marc Morris REBOUND (Off:2 Def:1),BKN @ DET,BKN,DET,"Saturday, March 19",3,https://videos.nba.com/nba/pbp/media/2016/03/19/0021501030/260/60c180ea-1271-cf15-8efe-24f1890b2667_1280x720.mp4,False
